Review Text,Review Rate,Review Time,search
"Immer einen Besuch wert und nicht nur zu ermäßigtem Preis am Sonntag. Die Designausstellung, die wechselnden Kunst- und Architekturausstellungen sind toll. Hier kann man gut und gerne mal zwei Stunden verbringen. (Übrigens auch an heißen Tagen. )",5,vor einem Jahr,Pinakothek+der+Moderne
Immer wieder gerne sehr schönes Museum.,5,vor 3 Monaten,Pinakothek+der+Moderne
Super Museum.,5,vor 5 Monaten,Pinakothek+der+Moderne
"Moderne Kunst in München. Über Kunst lässt sich ja bekanntlich streiten. Ich persönlich fand die Kunst schon fast wieder alt, und nicht so modern. Teilweise aber auch sehr interessante Zeitgenössische Werke. Wenn man Interesse an Kunst hat, definitiv einen Besuch wert.",3,vor einem Jahr,Pinakothek+der+Moderne
"Super! Das muss man mal gesehen haben! Schön gemacht, man kann sich ewig alles anschauen und das Personal ist sehr nett!",5,vor 3 Jahren,Pinakothek+der+Moderne
In meinen Augen eine der wichtigsten Einrichtungen für moderne Kunst in Deutschland,5,vor 3 Monaten,Pinakothek+der+Moderne
"Die Leute, die sich mit der moderne Kunst auseinandersetzen wollen, können hier die Entwicklung der letzten  ca 100 Jahre erleben.",5,vor 4 Jahren,Pinakothek+der+Moderne
Sehr interessant.,5,vor 2 Monaten,Pinakothek+der+Moderne
"Sehr schönes Museum, bei der uns besonders die Design-Ausstellung gefallen hat. Schön wären noch ein paar Hintergrundinfos, ich hätte gerne mehr gelernt! Für 1€ am Sonntag aber absolut spitze :-)",4,vor einem Jahr,Pinakothek+der+Moderne
Super schönes Gebäude mit sehr guten räumlichen Aufteilungen für die diversen Ausstellungen / Künstler. …,5,vor 2 Jahren,Pinakothek+der+Moderne
"Architektonisch einzigartig, stets mit einer Vielzahl verschiedenster Ausstellungen. Sonntagseintritt: ein Euro: Die Pinakothek der Moderne gehört zu den schönsten Kathedralen der Kunst weltweit.",5,vor 5 Jahren,Pinakothek+der+Moderne
"Nicht zu empfehlen, sehr sehr langweilige Ausstellung und darüber hinaus unfassbar umhöfliches Personal, das einen ständig böse anguckt, meckert und nichtmal grüßt. Große Enttäuschung und leider einfach Zeitverschwendung!",1,vor 8 Monaten,Pinakothek+der+Moderne
Immer wieder begeisternd. Schon der Bau aber auch die (für mich wieder neu kuratierte) hervorragende Sammlung moderner Kunst!,5,vor 7 Monaten,Pinakothek+der+Moderne
Immer wieder toll in der Pinakothek der Moderne schöne Ausstellungen und bedeutende Bilder aus der Kunstgeschichte und viele interessante aktuelle Künstler,5,vor 4 Jahren,Pinakothek+der+Moderne
"Nicht für Kinder geeignet, da man die Kunst(werke) nicht begreifen darf. Wir sind auf die Veranstaltung ""Kinder können Kunst"" gespannt. Das Aufsichtspersonal ist teilweise sehr unfreundlich. Unsere Tochter von 5 Jahren bekommt diese …",1,vor 3 Jahren,Pinakothek+der+Moderne
"Immer einen Besuch wert. Draußen im Umfeld ist auch einiges an Kunst hingestellt.  Natürlich kann es wegen Covid-19 auch zu einer Wartezeit kommen, ist ja überall so.",5,vor 11 Monaten,Pinakothek+der+Moderne
"Ein Klassiker, welchen man gesehen haben muss! Besonders Sonderausstellungen sind sehr zu empfehlen! Immer wieder beigeisternd. Eines meiner Highlights waren die Einblattholzschnitte des 15. Jahrhunderts sowie die Graphische Sammlung - hier lohnt sich eine Führung. Auch die Eintrittspreise sind angemessen.",5,vor 2 Jahren,Pinakothek+der+Moderne
"Tolles Museum! Bei jedem München-Besuch besuche ich die Pinakothek der Moderne, weil ihre Sammlung, deren Präsentation, die Architektur des Hauses und die verschiedenen Abteilungen mich immer wieder begeistern. Die Kunst der Moderne und …",5,vor 2 Jahren,Pinakothek+der+Moderne
"Tolle Architektur, tolle Sammlungen (Fotographie, Grafik, Moderne Kunst, Design) und zusätzlich regelmäßige Sonderausstellungen, absolut sehenswert!  Sonntags Eintritt € 1, Kinder und Jugendliche bis 18 Jahre frei. Aufsicht in der Tat teilweise etwas ungehobelt, einfach ignorieren.",5,vor 2 Jahren,Pinakothek+der+Moderne
Eine spannende Erfahrung. Ich empfehle auf jeden Fall eine Führung. Anbei noch mein Kunstwerk.,4,vor 2 Jahren,Pinakothek+der+Moderne
Faszinierend schöner Besuch!,5,vor 8 Monaten,Pinakothek+der+Moderne
"das museum ist sehr schön gestaltet, sehr ""modern"". es gibt einige interessante dinge, aber wenn man nichts mit 'moderner kunst' zu tun hat und auch nichts damit anfangen kann, könnte es durchaus nicht ansprechend sein, da es in dem sinne …",4,vor einem Jahr,Pinakothek+der+Moderne
Hier lohnt sich ein Besuch wirklich. Es ist sehr beeindruckend wie mit dem Gebäude nach dem Krieg Architektonisch umgegangen wurde.,5,vor 4 Jahren,Pinakothek+der+Moderne
Fantastisch! Eine tolle Ausstellung!,5,vor 9 Monaten,Pinakothek+der+Moderne
"Dies ist ein sehr schönes Museum in München. Da ich noch zur Schule gehe, kam ich mit Schülerausweis sogar kostenlos hinein. Es lohnt sich!
Es sind viele Meisterwerke ausgestellt und ich habe mich einige Stunden hier …",5,vor 4 Jahren,Pinakothek+der+Moderne
"Mein absolutes Lieblingsmuseum.
Super Architektur und Raumkonzept.
Wechselnde Austellungen, gute Designabteilung. Besonders erwähnenswert das …",5,vor 2 Jahren,Pinakothek+der+Moderne
Unglaublich gute Ausstellung. Großzügig gegliedert. Für alle Freunde von moderner Kunst ein Muss,5,vor 3 Jahren,Pinakothek+der+Moderne
A muss-see place. Nur eine 1€ für Entritt am sontags,5,vor 4 Jahren,Pinakothek+der+Moderne
"Schön aufgebaut, durch Designbereich Abwechslung zum üblichen Bilder schauen.",5,vor 3 Jahren,Pinakothek+der+Moderne
"Weltberühmtes Museum, dass sich in keinster Weise vor anderen Museen verstecken muss! Ein Besuch lohnt sich immer!",5,vor 5 Jahren,Pinakothek+der+Moderne
"Ein Ort der Ruhe, der Kunst.
Schön weitläufig, methodisch gut sortiert, gut aufgearbeitet und presentiertes.
Immer wieder gerne!",5,vor 2 Jahren,Pinakothek+der+Moderne
"Die Ausstellungen und auch die Hintergrundinformationen, die uns teilweise dazu erzählt wurden, waren sehr interessant. Durch das Online-Ticket mussten wir auch nicht lange warten, bevor wir eingelassen wurden.",5,vor 11 Monaten,Pinakothek+der+Moderne
Moderne Kunst ist einfach nicht für mich(,3,vor 2 Jahren,Pinakothek+der+Moderne
Modernes und helles Museum mit grossem Fundus und vielen hervorragenden Werken internationaler moderner und zeitgenössischen Künstler. Wer Kunst mag und in München ist sollte auf jeden Fall einige Stunden in dieses Museum gehen. Tipp: Sonntags zählt man nur einen Euro Eintritt.,5,vor 3 Jahren,Pinakothek+der+Moderne
"Wer sich für moderne Kunst interessiert, ist es ein Besuch wert.",4,vor 4 Monaten,Pinakothek+der+Moderne
Teil einer einzigartigen Ansammlung von Kunstmuseen. Und das mitten in München. Selbst größere Städte haben so etwas nicht,5,vor 3 Jahren,Pinakothek+der+Moderne
Die Ausstellungen motivieren einen Sonntag im lichtdurchfluteten haus zu verbringen...der Kaffee ist eine kleine Zumutung. Was soll's..,4,vor 2 Jahren,Pinakothek+der+Moderne
Die Säle sehen halb leer aus. Es fehlt an einer durchdachten und logischen Konzepzion der Expositionen. Ich wünschte mir mehr Austellungsstücke und mehr Fantasie der Austeller beim gestalten der Expositionen. Alles in allem gebe ich gute 3 …,3,vor einem Jahr,Pinakothek+der+Moderne
4 Ausstellungen in einem Haus schafft man nicht an einem Tag. Ich hab mich auf die Ausstellung moderne Kunst fixiert. Übersichtlich angeordnet und graue Wände lassen die Bilder für sich sprechen. Sehr schöne Zusammenstellung zur Entwicklung …,5,vor 3 Jahren,Pinakothek+der+Moderne
"Stimulierende Kunstwerke, präsentiert in hochspannender Architektur. Unbedingt Audioguide ausleihen!",5,vor 3 Jahren,Pinakothek+der+Moderne
"Das Gebäude ist sehr interessant, jedoch nur für wirkliche Kunstliebhaber geeignet.",4,vor 8 Monaten,Pinakothek+der+Moderne
Sehr interessantes Museum,5,vor 9 Monaten,Pinakothek+der+Moderne
"Die ausgestellte Kunst muss einem natürlich gefallen, das kann jeder für sich ausmachen. Aber wenn es um die Darstellungsform,  das Preis-Leistungsverhältnis, sowie das Personal geht, dann muss man dieses Museum sehr positiv bewerten.",4,vor 2 Jahren,Pinakothek+der+Moderne
Schönes Interieur... würd ich gern wohnen drinne,4,vor 4 Monaten,Pinakothek+der+Moderne
Mit Kindern sollte man das Museum besser meiden! Die Aufseher schleichen um einen herum wie abgerichtete Bluthunde! Unsere Kinder sind schon etwas älter und sehr zurückhaltend - Anfassen trauen sie sich eh nichts und doch ist ihnen sehr …,1,vor 3 Jahren,Pinakothek+der+Moderne
"Ja, hingehen, keine Frage. Wie wohl in jedem Museum wird nicht alles gefallen, verständlich sein, aufgehen. So what? Das Bild, das die geheimen Saiten der Seele anspricht, wird sich schon finden. 😇 Um mehr geht es nicht. Verwinkelt, um aus …",5,vor einem Jahr,Pinakothek+der+Moderne
"Die Pinakothek der Moderne ist auf jeden Fall einen Besuch wert. Wir waren heute mit der Familie dort. Eintritt für Kinder ist frei, für die kleineren gibt es eine sehr schöne Museumsrallye. Das Gebäude ist wunderschön,  das breite Angebot an verschiedenen Ausstellungen sehr motivierend auch für unsere unterschiedlich alten Kinder.",5,vor 2 Jahren,Pinakothek+der+Moderne
"Trotz Großstadtlage in relativ grüner, sehenswerter Umgebung. Auch interessant durch die Nähe zu anderen bedeutenden Kulturstätten (Alte Pinakothek, Staatliches Museum für Ägyptische Kunst, Hochschule für Fernsehen und Film, Museum …",5,vor 2 Jahren,Pinakothek+der+Moderne
"Die ständige Ausstellung greift die Moderne mit wunderbaren Bildern, Skulpturen und Fotografien auf. Die Menschen sind freundlich, das Ambiente entspannt. Sonntags in allen Museen Münchens nur 1 EUR Eintritt. Ich bin mehrmals im Jahr dort.",5,vor 3 Jahren,Pinakothek+der+Moderne
Kunst ist Ok aber nichts unglaublich außergewöhnliches aber das Gebäude an sich ist eine sehenswerte architektonische Meisterleistung.,4,vor 5 Jahren,Pinakothek+der+Moderne
"Leider gab es nirgendwo einen Hinweis, dass die Abteilung klassische Moderne geschlossen ist. Erst beim Kauf der Eintrittskarten nach längerer Wartezeit wurde das mitgeteilt.",1,vor 10 Monaten,Pinakothek+der+Moderne
Super cool mit netten Leuten und gute Musik. 🤚😉,5,vor 9 Monaten,Pinakothek+der+Moderne
Allein die Architektur ist schon einen Besuch wert.,5,vor 5 Jahren,Pinakothek+der+Moderne
"Modern, spannend, abwechslungsreich
Schon das Gebäude selbst spricht Bände. Die Galerie für moderne Kunst in München. …",5,vor 3 Jahren,Pinakothek+der+Moderne
"Das Museum ist sehr offen gestaltet, sodass man sehr entspannt durch die Sammlungen gehen kann. Die Schlange or dem Café war extrem lang, aber damit muss man eben rechnen, wenn man am Sonntag dahin geht. Ansonsten sehr schöne Auswahl an Bildern von Marc, Kandinsky, Picasso etc.",5,vor 4 Jahren,Pinakothek+der+Moderne
"Achtung, Abstand halten-sonst geht der Alarm los, auch ohne Berührung. Keine Markierung am Boden …",4,vor einem Jahr,Pinakothek+der+Moderne
"Wenn man Kunst mag, kann es interessant sein sonst ist nur die mit dem autos und Licht interessant da alles andere bilder sind. Aber am Sonntag auf jeden Fall einen Besuch wert da der Eintritt nur 1€ für Erwachsene und Erwachsene für Kinder/Schüler/Azubis kostenlose ist",3,vor 2 Jahren,Pinakothek+der+Moderne
"Das erste Museum, dass ich in München besucht habe. Mir hat schon die Architektur des Gebäudes gefallen und dann auch die Art und Weise, in der die verschiedenen Teile der Ausstellung kombiniert und präsentiert wurden. Besonders der Teil …",5,vor 3 Jahren,Pinakothek+der+Moderne
"Ich war in der Ausstellung über Paul Klee. Leider sind die Räume zu klein. Teilweise schlecht ausgeleuchtet. Der Künstler ist genial und wert, gesehen zu werden. Schade, ich habe mich zwischen Touristen Gruppen und vielen Besuchern nicht wohl gefühlt.",2,vor 4 Jahren,Pinakothek+der+Moderne
"Eine wunderbare Galerie der modernen Kunst,zeitweise mit Spezial Ausstellungen in einem außergewöhnlichen Gebäude",5,vor 7 Monaten,Pinakothek+der+Moderne
"Tolle Architektur, tolle Werke. Allerdings erfährt man zu wenig über den Kontext, wenn man keinen Audioguide hat. Außer Name, Geburtsort und - jahr des Künstlers weit und breit keine Info. Ein paar Infografiken würden dem Kunstverständnis gut tun.",3,vor 2 Jahren,Pinakothek+der+Moderne
"Die Führung war sehr interessant! Einzig das Wachpersonal ist unhöflich und weiß absolut nichts über die Ausstellungen.
Das Gebäude im Skelettbau ist überall sehr hoch, wirkt aber keineswegs kalt. Viele Sehr bekannte Designstücke lassen sich im Designtrakt betrachten.",5,vor 6 Jahren,Pinakothek+der+Moderne
"Sehr beeindruckend, wir werden jetzt öfter vergehen. Alle sind erstens sehr freundlich, es ist nicht über laufen, man kann sich einen papierguide nehmen und sich treiben lassen. Wir haben uns zum Beispiel Technik und Architektur angesehen …",5,vor 3 Jahren,Pinakothek+der+Moderne
hervorragendes & sehr beeindruckendes Interview mit Shirin Neshat 🌟🌟🌟🌟🌟🌟🌟❣️,5,vor 2 Monaten,Pinakothek+der+Moderne
"Ein wirklich beeindruckender Bau mit guten wechselnden Ausstellungen.
Tipp: Sonntags kostet der Eintritt nur 1 Euro (Stand 2012) und wenn man ganz früher Besucher ist, ist das Museum auch noch fast leer;-)",5,vor 9 Jahren,Pinakothek+der+Moderne
Für 1€ Sonntags sehr zu empfehlen,5,vor 3 Monaten,Pinakothek+der+Moderne
"Laut und anstrengend. Die Bilder sind interessant, wenn man sich für Kunst interessiert, aber da alle paar Minuten der wirklich laute Alarm losgeht, kann man sich nicht auf die Kunstwerke konzentrieren. Die Architektur des Gebäudes ist zwar …",2,vor 4 Jahren,Pinakothek+der+Moderne
Uns hat es leider nicht gefallen. Geschmacksache,3,vor einem Monat,Pinakothek+der+Moderne
"Die Pinakothek an sich ist mit Sicherheit als Museum gut aufgeteilt und übersichtlich. Was mich allerdings immer wieder sehr wundert, ist die Tatsache was als Kunst bezeichnet wird. Es wirkt so, als ob der Künstler den Betrachter regelrecht …",3,vor 2 Jahren,Pinakothek+der+Moderne
"Sehr interessant, viele Themen.",5,vor 3 Wochen,Pinakothek+der+Moderne
Für nur 1€ Eintritt kann man Sonntags in der Pinakothek der Moderne im Universitäts- und Museumsviertel München verschiedene wechselnde Ausstellungen besuchen. Von Holzschnitten aus dem 14. Jahrhundert über architektonisch städteplanerische Dokumentationen bis zu berühmten Werken von Picasso ist für jeden Kunststil etwas dabei.,4,vor 2 Jahren,Pinakothek+der+Moderne
"Die einzigen Gemälde ,die mir gefallen haben waren von Anselm Kiefer und August Macke und Kandinsky
Bei den ""Künstler "" ,die ihre Werke von 2009-2014 ausgestellt haben war ich …",1,vor 4 Jahren,Pinakothek+der+Moderne
"Funktionale und beeindruckende Architektur - mit heftigen Baumängeln. Große permanente Sammlung - die abgehängt werden muss, um Sonderausstellungen Platz zu machen. Viel Platz für Gastronomie - die nicht funktioniert. Große Designabteilung - lieblos behandelt und Markenbeherrscht. Viel Licht - aber auch eine Menge Schatten.",4,vor 4 Jahren,Pinakothek+der+Moderne
"Für all diejenigen, die an moderner Kunst interessiert sind, ein Muss!",5,vor 4 Jahren,Pinakothek+der+Moderne
"Die Ausstellungen, die hier zur bildenden Kunst, Design sowie Architektur gezeigt werden sind sehr interessant und ganz überwiegend gut präsentiert. Überraschend allerdings sind die kaputten Schließfächer und dreckigen Toiletten. Die Gastronomie läd uns nicht zu einer Pause ein.",4,vor 4 Jahren,Pinakothek+der+Moderne
"Architektonisch ansprechendes Gebäude, die Audiotour (4,50 €) ist leider nicht aktuell und nur für einzelne Objekte verfügbar. Erläuterungen zu den Ausstellungsstücken bzw dem Zusammenhang, z. B. Bauhaus, fehlen leider komplett. Wir hatten mehr moderne Architektur und Design mit entsprechenden Erläuterungen erwartet.",3,vor 3 Jahren,Pinakothek+der+Moderne
"Tolle Architektur, tolle Ausstellung zu Obdachlosigkeit.",4,vor 4 Monaten,Pinakothek+der+Moderne
Die Designausstellung war sehr interessant,5,vor 7 Monaten,Pinakothek+der+Moderne
"Über den Eintrittspreis kann man nicht klagen. (Sonntag)
Es war mein erster Besuch der Modernen Pinakothek.
zugegeben, es ist absolut nicht meins. …",4,vor 3 Jahren,Pinakothek+der+Moderne
"Die Künstler haben ja vielleicht schöne Namen, aber die meisten Gemälde sind nicht mehr als ein paar Kritzeleien, die von Leuten mit zu viel Geld vollkommen überschätzt werden und wie bei „Des Kaisers neue Kleider“ will niemand zugeben, …",3,vor 4 Jahren,Pinakothek+der+Moderne
"Die Kunstwerke sind sehr sehenswert. Die Mitarbeiter dafür eher durchwachsen freundlich. Hätte ich nicht einen hohen Respekt vor der Kunst und Organisation rundherum, wäre mir der Besuch Dank des Services nur 3 Sterne Wert gewesen.",4,vor 3 Jahren,Pinakothek+der+Moderne
"Modern trifft zu. Schon bei Betreten des Hauses fällt der Blick auf ein riesiges Pendel, dazu Stiegen, die irgendwie verschwinden, und schöne Räume mit sehr unterschiedlichen Objekten. Sehenswert. Im Erdgeschoss und Freien ein Café, daß zum Sitzen einlädt. Pinakothek der Moderne, hierher komm' ich gerne 🤗",5,vor 2 Jahren,Pinakothek+der+Moderne
Während der Corona Beschränkungen ist der Name nicht Programm für den Einlass. Handschriftlich werden die Kontaktdaten erfasst !!! Mittelalterliche Zustände...,3,vor 9 Monaten,Pinakothek+der+Moderne
"Definitiv mehrere Besuche wert - sowohl die Dauerausstellung, als auch die temporären Ausstellungen. Sonntags für nur 1€ - danke, dass Sie Kultur für jeden zugänglich machen!",5,vor 2 Jahren,Pinakothek+der+Moderne
Wundervolle Sammlung von Kunstwerken der Moderne. Mir hat besonders der Design-Teil gefallen. Für einen München Besuch lohnt sich 2 h für die Pinakothek der Moderne einzuplanen.,5,vor einem Jahr,Pinakothek+der+Moderne
Die Pinakothek der Moderne ist ein sehr Modernes Museum in der Münchner Innenstadt. Die Sauberkeit ist überragend und die Exponate sehr eindrucksvoll. Der Preis ist gehoben aber euch gerechtfertigt. Man sollte hier viel Zeit einplanen da es viel zu sehen gibt.,5,vor 4 Jahren,Pinakothek+der+Moderne
"Immer wieder ein Besuch wert, vor allem Sonntags bei ungemütlichen Wetter, denn dann ist der Eintritt von 1,00 € wirklich unschlagbar. Man sollte früh kommen, da es sonst Schlangen an der Kasse gibt und Engpässe an der Garderobe und bei den Schließfächern.",4,vor 4 Jahren,Pinakothek+der+Moderne
4 Museen an einem Platz. Eintritt 1€. Dort kann man gut einen Nachmittag verbringen und Kunst aus dem 19. und 20. Jahrhundert anschauen  außerdem Design aus dieser Zeit.,5,vor 2 Jahren,Pinakothek+der+Moderne
Grandiose Ausstellung mit immer wechselnden Kunstwerken. Ist mehr als nur einen Besuch wert.,5,vor 10 Monaten,Pinakothek+der+Moderne
"Danke des Regens,ein schöner Museumsbesuch...",4,vor 3 Jahren,Pinakothek+der+Moderne
Tolle Ausstellungen! immer einen Besuch wert!,5,vor 6 Monaten,Pinakothek+der+Moderne
"In der Pinakothek der Moderne wurde mir gesagt, ich dürfte nicht im Ausstellungsraum stillen, aber im Wickelraum. Nach Beschwerde beim Museumsleiter und nachdem uns ausdrücklich versichert wurde es sei kein Problem in den Kunsträumen zu …",1,vor 2 Jahren,Pinakothek+der+Moderne
Die Designausstellung im Untergeschoss hat tolle Exponate. Sie werden aber leider kaum erklärt. Es steht bei den Autos das Modell und das Baujahr dran. Es wäre toll gewesen mehr darüber zu erfahren auch ohne Audioguide. Auch bei den anderen Objekten wie der Schneewittchen Sarg von Braun keine Erklärung. Schade.,2,vor 3 Jahren,Pinakothek+der+Moderne
"Einfach ein großartiges Museum. Ein absolutes Muss. Jeder der sich für Moderne Kunst interessiert oder sich einfach nur inspirieren lassen möchte, sollte hier hingehen. Ein fantastischer Raum für Ideen und Kreativität.",5,vor 3 Jahren,Pinakothek+der+Moderne
"Interessante Einblicke in moderne und zeitgenössische Kunst, Architektur und Design in einem einzigartigen Gebäude. Sehenswerte Wechselausstellungen zu immer neuen Themen, auch abseits des Mainstream. Tolles Kinder-Interaktionsprogramm und …",4,vor 3 Jahren,Pinakothek+der+Moderne
Sehr interessant. Der Wandel der Zeit. Leider die Ausstellung nicht besucht.,4,vor 4 Jahren,Pinakothek+der+Moderne
"Schönes Museum, aber Abzüge für das Personal - unfreundliche und sehr angespannte Mitarbeiter",2,vor 7 Monaten,Pinakothek+der+Moderne
"Viele moderne Künstler, unbedingt ansehen!!!!",4,vor 3 Jahren,Pinakothek+der+Moderne
"Nicht nur ein, sondern mehrere Museum: Dauerausstellung mit Kunst des 20. Jahrhunderts. Bemerkenswerte Werke von Max Beckmann und anderen. Außerdem Klassiker des modernen Designs, Wechselausstellungen des Architekturmuseums der TU und der Staatlichen Graphischen Sammlung. Die Teilmuseen verbunden durch die Rotunde im Zentrum des Baus.",5,vor 3 Jahren,Pinakothek+der+Moderne
"Die Architektur des Gebäudes nimmt hier viel Raum ein und tritt nicht hinter der Kunst zurück. Sie ist Teil der Inszenierung, in der eben auch saalgrosse Installationen moderner Künstler zu finden sind. Die sehr grosse und lichte …",5,vor 3 Jahren,Pinakothek+der+Moderne
Sehr intressantes  Museum.,4,vor 2 Jahren,Pinakothek+der+Moderne
Das Gebäude ist der Hammer - also die Architektur wirklich bewundernswert... aber die Ausstellung - kann ich nicht unbedingt empfehlen. Die Evolution vom Mac Book und die Designer Collection war eigentlich ganz gut. Aber für die Gemälde …,3,vor 5 Jahren,Pinakothek+der+Moderne
Für einen Euro sieht man hier die bedeutensten Künstler der Moderne und Design vom Bauhaus bis Rehms und Colani. Sehr empfehlenswert und das Preis- Leistungsverhältnis ist nicht zu toppen!,5,vor einem Jahr,Pinakothek+der+Moderne
"Das Betongebäude hat einen besonderen Touch, es wirkt modern und dennoch architektonisch von der Zeit schon überholt, was bei einem Museum durchaus berechtigt ist. Sehr interessant ist mir im Innern die ausgestellten Designwerke, teilweise …",4,vor 4 Jahren,Pinakothek+der+Moderne
"Sehr schickes Museum!
Neben der Paul Klee Ausstellung die momentan dort zu bewundern ist, ist der Großteil des Personals fachkundig und sehr zuvorkommend. Der Kurator, sowie die …",5,vor 4 Jahren,Pinakothek+der+Moderne
"Tolles Museum mit einem ganz besonderen Innenleben. Nicht nur die Räume und Raumfolgen sind ganz besonders, auch die 4 Museen und ihre Wechselausstellungen. Schade dass man das tolle Oberlicht nicht mehr so erleben kann wie es am Anfang war.",5,vor 5 Jahren,Pinakothek+der+Moderne
"Super. Es hat spaß gacht. Und auch für Kinder ist das was. Es gibt jede art der Kunst, von Tischen bis zu Bildern. Es ist für alle was dabei.",5,vor 10 Monaten,Pinakothek+der+Moderne
"Die Pinakothek ist ein sehr schönes Gebäude. Die Kunstwerke, die dort ausgestellt werden, treffen sind oftmals sehr gewagt und eben modern. Mir waren sie manchmal zu abstrakt. Trotzdem muss man mal da gewesen sein.",4,vor 2 Jahren,Pinakothek+der+Moderne
Ein super toller Sonntag für 1€,5,vor 2 Jahren,Pinakothek+der+Moderne
"Zeit, Leidenschaft und Interesse sind Grundvoraussetzungen für die Pinakothek. Eine sehr große Ausstellung, sehr gut organisiert und strukturiert mit guten Leitfäden für Anfänger. Egal ob für Jung oder Alt, ist es ein Erlebnis wer. Aber nicht abschrecken lassen vom Personal, hier herrscht noch ein wenig Nachholbedarf! ;-)",4,vor 3 Jahren,Pinakothek+der+Moderne
"Wir waren mit unseren Austauschschülern aus der Ukraine dort.
Total unhöfliches und diskriminierentes Personal! ""Pass auf die klauen sonst alles"" und ""Die fassen doch eh alles an"" haben Securities zueinander gesagt. …",2,vor 4 Jahren,Pinakothek+der+Moderne
"Fantastisches Museum mit tollen Ausstellung. Paul Klee kann ich aktuell nur empfehlen. Wer einen ruhigen Museumsbesuch erleben möchte, sollte nicht am Sonntag kommen, da hier die Pinakotheken stark besucht sind.",5,vor 4 Jahren,Pinakothek+der+Moderne
Sehr schöner Museum,4,vor 2 Jahren,Pinakothek+der+Moderne
Super und Schönen Museum,5,vor 11 Monaten,Pinakothek+der+Moderne
"Es ist deprimierend, wie konservativ die Ausstellungen der Pinakothek der Moderne und anderer Museen in München sind. Die Bauhausausstellung auf ca. 60 qm verdient den Namen Ausstellung noch nicht mal. Die Vorschau der Wechselausstellungen …",1,vor 3 Jahren,Pinakothek+der+Moderne
"Hatte nach langer Zeit endlich mal die Gelegenheit das Museum zu besuchen, Ergebnis: Enttäuschung .... die Leitung ist zu faul, an Bildern, vor allem der interessanten Zeit des Expressionismus, bzw. des Surrealismus, die Angaben …",1,vor 3 Jahren,Pinakothek+der+Moderne
"Der Bau selbst ist sehenswert, luftig um ein rundes Atrium herumgebaut. Die Ausstellung ist ansprechend kuratiert. Klein aber speziell ist die Ausstellung zum Industriedesign mit PKW Oldtimer Modellen von Käfer über NSU bis Porsche. Der Shop hat eine interessante Auswahl an Büchern, Spielen etc.",4,vor 2 Jahren,Pinakothek+der+Moderne
"Ein großartiges Museum, mit trotz gigantischer Ausstellungen sehr übersichtlichen Raumaufteilungen. Es gibt immer wieder neues zu entdecken. Ich bin ein sehr großer Fan!",5,vor 2 Jahren,Pinakothek+der+Moderne
"Super Museum, tolle Exponate!",5,vor 2 Jahren,Pinakothek+der+Moderne
"Äußerst gelungener Bau mit sehr guten, beeindruckenden Ausstellungen/Sammlungen. Preise für teilweise zu klein geratene Kunstdrucke im Shop deutlich zu hoch.",5,vor einem Jahr,Pinakothek+der+Moderne
"Gebäude und Ausstellungsgegenstände sind sehr schön, nur der Alarm löst beim nähern betrachten zu schnell aus.",4,vor 4 Jahren,Pinakothek+der+Moderne
"Den Stern gibt es für das Empfangspersonal, über das Museum an sich kann ich nichts sagen :D
Wer sich a) in ein fremdes Gespräch dergestalt einmischt, dass er oder sie  b) …",1,vor 3 Jahren,Pinakothek+der+Moderne
"Design und Kunst der Familie, den Kindern 5,9,10 nahe bringen. Das war unser Ziel.
Die Pinakothek der Moderne mit ihrer Vielzahl von überspannten Aufsichtspersonen …",2,vor 3 Jahren,Pinakothek+der+Moderne
Das Top Museum der Moderne in München!,5,vor 3 Jahren,Pinakothek+der+Moderne
Einfach schön um dort Zeit zu verbringen,5,vor 2 Monaten,Pinakothek+der+Moderne
"Sehr tolle Auswahl an Werken, darunter auch einige bekannte Werke und Künstler. Sonntags beträgt der Eintritt nur 1€. Dennoch war es in der Ausstellung angenehm ruhig.",5,vor 5 Jahren,Pinakothek+der+Moderne
"Ein großartiges Museum, mit trotz gigantischer Ausstellungen sehr übersichtlichen Raumaufteilungen. Es gibt immer wieder neues zu entdecken. Ich bin ein sehr großer Fan!",5,vor 2 Jahren,Pinakothek+der+Moderne
Man kann hier sehr viel Zeit verbringen und sich durch die breitgefächerte Objektvielfalt inspirieren lassen.  Der Eintrittspreis ist vielleicht nicht für jeden günstig aber aus meiner Sicht angemessen.,5,vor 2 Jahren,Pinakothek+der+Moderne
"Tolles Museum das alleine architektonisch schon einiges hergibt! Über die ausgestellte Kunst kann man freilich immer diskutieren, aber interessant ist es allemal!",5,vor 3 Jahren,Pinakothek+der+Moderne
"Kunst kann man nicht gut oder schlecht reden , es ist jedem selbst überlassen ob es ihm gefällt",4,vor 4 Jahren,Pinakothek+der+Moderne
"Die Pinakothek der Moderne ist ein absolutes Muss für alle, die sich für moderne Kunst interessieren!
Die Entwicklung der Kunst lässt sich aufgrund der Vielzahl und Bandbreite der …",4,vor 4 Jahren,Pinakothek+der+Moderne
"Paul Klee

Die Ausstellung ist sehr gut aufgebaut. Die Exponate zeigen sehr präzise die …",5,vor 4 Jahren,Pinakothek+der+Moderne
